"variable.num" "variable.name" "value"
"456" "3" "variable" "fBodyAccJerk-bandsEnergy()-33,48_422"
"457" "3" "variable" "fBodyAccJerk-bandsEnergy()-49,64_423"
"458" "3" "variable" "fBodyAccJerk-bandsEnergy()-1,24_424"
"459" "3" "variable" "fBodyAccJerk-bandsEnergy()-25,48_425"
"460" "3" "variable" "fBodyGyro-mean()-X_426"
"461" "3" "variable" "fBodyGyro-mean()-Y_427"
"462" "3" "variable" "fBodyGyro-mean()-Z_428"
"463" "3" "variable" "fBodyGyro-std()-X_429"
"464" "3" "variable" "fBodyGyro-std()-Y_430"
"465" "3" "variable" "fBodyGyro-std()-Z_431"
"466" "3" "variable" "fBodyGyro-mad()-X_432"
"467" "3" "variable" "fBodyGyro-mad()-Y_433"
"468" "3" "variable" "fBodyGyro-mad()-Z_434"
"469" "3" "variable" "fBodyGyro-max()-X_435"
"470" "3" "variable" "fBodyGyro-max()-Y_436"
"471" "3" "variable" "fBodyGyro-max()-Z_437"
"472" "3" "variable" "fBodyGyro-min()-X_438"
"473" "3" "variable" "fBodyGyro-min()-Y_439"
"474" "3" "variable" "fBodyGyro-min()-Z_440"
"475" "3" "variable" "fBodyGyro-sma()_441"
"476" "3" "variable" "fBodyGyro-energy()-X_442"
"477" "3" "variable" "fBodyGyro-energy()-Y_443"
"478" "3" "variable" "fBodyGyro-energy()-Z_444"
"479" "3" "variable" "fBodyGyro-iqr()-X_445"
"480" "3" "variable" "fBodyGyro-iqr()-Y_446"
"481" "3" "variable" "fBodyGyro-iqr()-Z_447"
"482" "3" "variable" "fBodyGyro-entropy()-X_448"
"483" "3" "variable" "fBodyGyro-entropy()-Y_449"
"484" "3" "variable" "fBodyGyro-entropy()-Z_450"
"485" "3" "variable" "fBodyGyro-maxInds-X_451"
"486" "3" "variable" "fBodyGyro-maxInds-Y_452"
"487" "3" "variable" "fBodyGyro-maxInds-Z_453"
"488" "3" "variable" "fBodyGyro-meanFreq()-X_454"
"489" "3" "variable" "fBodyGyro-meanFreq()-Y_455"
"490" "3" "variable" "fBodyGyro-meanFreq()-Z_456"
"491" "3" "variable" "fBodyGyro-skewness()-X_457"
"492" "3" "variable" "fBodyGyro-kurtosis()-X_458"
"493" "3" "variable" "fBodyGyro-skewness()-Y_459"
"494" "3" "variable" "fBodyGyro-kurtosis()-Y_460"
"495" "3" "variable" "fBodyGyro-skewness()-Z_461"
"496" "3" "variable" "fBodyGyro-kurtosis()-Z_462"
"497" "3" "variable" "fBodyGyro-bandsEnergy()-1,8_463"
"498" "3" "variable" "fBodyGyro-bandsEnergy()-9,16_464"
"499" "3" "variable" "fBodyGyro-bandsEnergy()-17,24_465"
"500" "3" "variable" "fBodyGyro-bandsEnergy()-25,32_466"
"501" "3" "variable" "fBodyGyro-bandsEnergy()-33,40_467"
"502" "3" "variable" "fBodyGyro-bandsEnergy()-41,48_468"
"503" "3" "variable" "fBodyGyro-bandsEnergy()-49,56_469"
"504" "3" "variable" "fBodyGyro-bandsEnergy()-57,64_470"
"505" "3" "variable" "fBodyGyro-bandsEnergy()-1,16_471"
"506" "3" "variable" "fBodyGyro-bandsEnergy()-17,32_472"
"507" "3" "variable" "fBodyGyro-bandsEnergy()-33,48_473"
"508" "3" "variable" "fBodyGyro-bandsEnergy()-49,64_474"
"509" "3" "variable" "fBodyGyro-bandsEnergy()-1,24_475"
"510" "3" "variable" "fBodyGyro-bandsEnergy()-25,48_476"
"511" "3" "variable" "fBodyGyro-bandsEnergy()-1,8_477"
"512" "3" "variable" "fBodyGyro-bandsEnergy()-9,16_478"
"513" "3" "variable" "fBodyGyro-bandsEnergy()-17,24_479"
"514" "3" "variable" "fBodyGyro-bandsEnergy()-25,32_480"
"515" "3" "variable" "fBodyGyro-bandsEnergy()-33,40_481"
"516" "3" "variable" "fBodyGyro-bandsEnergy()-41,48_482"
"517" "3" "variable" "fBodyGyro-bandsEnergy()-49,56_483"
"518" "3" "variable" "fBodyGyro-bandsEnergy()-57,64_484"
"519" "3" "variable" "fBodyGyro-bandsEnergy()-1,16_485"
"520" "3" "variable" "fBodyGyro-bandsEnergy()-17,32_486"
"521" "3" "variable" "fBodyGyro-bandsEnergy()-33,48_487"
"522" "3" "variable" "fBodyGyro-bandsEnergy()-49,64_488"
"523" "3" "variable" "fBodyGyro-bandsEnergy()-1,24_489"
"524" "3" "variable" "fBodyGyro-bandsEnergy()-25,48_490"
"525" "3" "variable" "fBodyGyro-bandsEnergy()-1,8_491"
"526" "3" "variable" "fBodyGyro-bandsEnergy()-9,16_492"
"527" "3" "variable" "fBodyGyro-bandsEnergy()-17,24_493"
"528" "3" "variable" "fBodyGyro-bandsEnergy()-25,32_494"
"529" "3" "variable" "fBodyGyro-bandsEnergy()-33,40_495"
"530" "3" "variable" "fBodyGyro-bandsEnergy()-41,48_496"
"531" "3" "variable" "fBodyGyro-bandsEnergy()-49,56_497"
"532" "3" "variable" "fBodyGyro-bandsEnergy()-57,64_498"
"533" "3" "variable" "fBodyGyro-bandsEnergy()-1,16_499"
"534" "3" "variable" "fBodyGyro-bandsEnergy()-17,32_500"
"535" "3" "variable" "fBodyGyro-bandsEnergy()-33,48_501"
"536" "3" "variable" "fBodyGyro-bandsEnergy()-49,64_502"
"537" "3" "variable" "fBodyGyro-bandsEnergy()-1,24_503"
"538" "3" "variable" "fBodyGyro-bandsEnergy()-25,48_504"
"539" "3" "variable" "fBodyAccMag-mean()_505"
"540" "3" "variable" "fBodyAccMag-std()_506"
"541" "3" "variable" "fBodyAccMag-mad()_507"
"542" "3" "variable" "fBodyAccMag-max()_508"
"543" "3" "variable" "fBodyAccMag-min()_509"
"544" "3" "variable" "fBodyAccMag-sma()_510"
"545" "3" "variable" "fBodyAccMag-energy()_511"
"546" "3" "variable" "fBodyAccMag-iqr()_512"
"547" "3" "variable" "fBodyAccMag-entropy()_513"
"548" "3" "variable" "fBodyAccMag-maxInds_514"
"549" "3" "variable" "fBodyAccMag-meanFreq()_515"
"550" "3" "variable" "fBodyAccMag-skewness()_516"
"551" "3" "variable" "fBodyAccMag-kurtosis()_517"
"552" "3" "variable" "fBodyBodyAccJerkMag-mean()_518"
"553" "3" "variable" "fBodyBodyAccJerkMag-std()_519"
"554" "3" "variable" "fBodyBodyAccJerkMag-mad()_520"
"555" "3" "variable" "fBodyBodyAccJerkMag-max()_521"
"556" "3" "variable" "fBodyBodyAccJerkMag-min()_522"
"557" "3" "variable" "fBodyBodyAccJerkMag-sma()_523"
"558" "3" "variable" "fBodyBodyAccJerkMag-energy()_524"
"559" "3" "variable" "fBodyBodyAccJerkMag-iqr()_525"
"560" "3" "variable" "fBodyBodyAccJerkMag-entropy()_526"
"561" "3" "variable" "fBodyBodyAccJerkMag-maxInds_527"
"562" "3" "variable" "fBodyBodyAccJerkMag-meanFreq()_528"
"563" "3" "variable" "fBodyBodyAccJerkMag-skewness()_529"
"564" "3" "variable" "fBodyBodyAccJerkMag-kurtosis()_530"
"565" "3" "variable" "fBodyBodyGyroMag-mean()_531"
"566" "3" "variable" "fBodyBodyGyroMag-std()_532"
"567" "3" "variable" "fBodyBodyGyroMag-mad()_533"
"568" "3" "variable" "fBodyBodyGyroMag-max()_534"
"569" "3" "variable" "fBodyBodyGyroMag-min()_535"
"570" "3" "variable" "fBodyBodyGyroMag-sma()_536"
"571" "3" "variable" "fBodyBodyGyroMag-energy()_537"
"572" "3" "variable" "fBodyBodyGyroMag-iqr()_538"
"573" "3" "variable" "fBodyBodyGyroMag-entropy()_539"
"574" "3" "variable" "fBodyBodyGyroMag-maxInds_540"
"575" "3" "variable" "fBodyBodyGyroMag-meanFreq()_541"
"576" "3" "variable" "fBodyBodyGyroMag-skewness()_542"
"577" "3" "variable" "fBodyBodyGyroMag-kurtosis()_543"
"578" "3" "variable" "fBodyBodyGyroJerkMag-mean()_544"
"579" "3" "variable" "fBodyBodyGyroJerkMag-std()_545"
"580" "3" "variable" "fBodyBodyGyroJerkMag-mad()_546"
"581" "3" "variable" "fBodyBodyGyroJerkMag-max()_547"
"582" "3" "variable" "fBodyBodyGyroJerkMag-min()_548"
"583" "3" "variable" "fBodyBodyGyroJerkMag-sma()_549"
"584" "3" "variable" "fBodyBodyGyroJerkMag-energy()_550"
"585" "3" "variable" "fBodyBodyGyroJerkMag-iqr()_551"
"586" "3" "variable" "fBodyBodyGyroJerkMag-entropy()_552"
"587" "3" "variable" "fBodyBodyGyroJerkMag-maxInds_553"
"588" "3" "variable" "fBodyBodyGyroJerkMag-meanFreq()_554"
"589" "3" "variable" "fBodyBodyGyroJerkMag-skewness()_555"
"590" "3" "variable" "fBodyBodyGyroJerkMag-kurtosis()_556"
"591" "3" "variable" "angle(tBodyAccMean,gravity)_557"
"592" "3" "variable" "angle(tBodyAccJerkMean),gravityMean)_558"
"593" "3" "variable" "angle(tBodyGyroMean,gravityMean)_559"
"594" "3" "variable" "angle(tBodyGyroJerkMean,gravityMean)_560"
"595" "3" "variable" "angle(X,gravityMean)_561"
"596" "3" "variable" "angle(Y,gravityMean)_562"
"597" "3" "variable" "angle(Z,gravityMean)_563"
"598" "4" "mean" "numeric"
